"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PTGER3",7.26183686560962e-06,-0.743829230244711,0.035,0.344,0.188778711158388
"CDH10",7.31169166002964e-06,-1.00983238009426,0.298,0.637,0.190074736394131
"NLK",7.41789278244934e-06,-0.727976599312708,0.526,0.841,0.192835540772553
"CHD6",7.81409107749004e-06,-0.631044700009344,0.333,0.707,0.203135111650431
"PRKAA2",7.9064202811936e-06,-0.347022423724195,0.088,0.439,0.205535301629909
"SPOCK3",7.92040874497927e-06,-0.917086000275195,0.316,0.688,0.205898945734481
"PDZRN3",8.15643202007487e-06,-0.844054091504756,0.596,0.885,0.212034606793866
"STXBP5-AS1",8.42361663249175e-06,-0.746224718298349,0.228,0.58,0.218980337978256
"DGKE",8.43897779077701e-06,-0.667600962523198,0.158,0.484,0.219379666649039
"KCNQ5",8.79493467316684e-06,-1.2420163126213,0.526,0.688,0.228633121763645
"ANO5",8.96053817054463e-06,-0.271302374054035,0.193,0.605,0.232938150281478
"GRM7",9.02001483055085e-06,-0.875758150344828,0.175,0.516,0.234484305535
"DNAH6",9.12783143867413e-06,-0.753440794697832,0.228,0.573,0.237287106079773
"NDST3",9.24467598758509e-06,-0.682272277310119,0.193,0.554,0.240324596973262
"MAP2K6",9.53504373963616e-06,-0.621728716337901,0.088,0.433,0.247872997055582
"SERPINI1",1.01397344665625e-05,-0.512600071690077,0.14,0.503,0.263592537192759
"SPOPL",1.0150965849325e-05,-0.455439366688998,0.088,0.427,0.263884508219053
"MOXD1",1.01800039497444e-05,-0.661348260406495,0.158,0.516,0.264639382677555
"PLCB1",1.05380916213732e-05,-0.520916495811078,0.754,0.892,0.273948229789218
"BMT2",1.07573927528625e-05,-0.500594911815529,0.175,0.535,0.279649182003414
"NETO1",1.07822473288659e-05,-0.821862355451563,0.281,0.618,0.280295301561198
"FGF12",1.0892936711941e-05,-0.875546787170041,0.421,0.745,0.283172782763617
"NLGN4Y",1.1037972034954e-05,-0.555393415523024,0.333,0.688,0.286943121020665
"RTN1",1.1824256611982e-05,-0.680436093868196,0.456,0.732,0.307383374885083
"LITAF",1.22273009929205e-05,2.31362379776708,0.228,0.038,0.31786091661196
"COL13A1",1.23298908251451e-05,0.907349274265757,0.263,0.057,0.320527841890471
"SH3GL2",1.2350315491703e-05,-0.872288259157881,0.316,0.656,0.321058801522312
"NAV3",1.2400936544667e-05,-1.12354064770873,0.667,0.752,0.322374746415163
"LGI1",1.24932264655177e-05,-0.56150941983434,0.193,0.541,0.324773915197598
"SLC9A6",1.25860601589088e-05,-0.312573207610288,0.053,0.369,0.327187219890993
"RIMS1",1.25882775458559e-05,-1.07642662251184,0.404,0.669,0.32724486308207
"RNGTT",1.29361208627447e-05,-0.638813255626112,0.281,0.675,0.336287397947911
"ZEB2",1.32077520927163e-05,-0.832664394201569,0.509,0.771,0.343348723402253
"TSPAN13",1.35692839276258e-05,-0.449258233959231,0.123,0.452,0.352747104982561
"MLIP",1.37228222783317e-05,-0.588967975918069,0.105,0.446,0.356738487947512
"AL589843.1",1.38848528271378e-05,-0.486298368335831,0.088,0.414,0.360950634094273
"VWA3A",1.39756647919187e-05,-0.574418947179951,0.123,0.446,0.363311381930718
"DZIP3",1.4428670809946e-05,-0.674608903122836,0.316,0.65,0.375087726375356
"STK38L",1.4643734559199e-05,-0.569289456651084,0.246,0.637,0.380678523600937
"SYTL3",1.48894665461579e-05,0.409486104371112,0.14,0.006,0.38706657233392
"IRAK1BP1",1.52543072575107e-05,-0.596425188308051,0.193,0.548,0.396550971466247
"GPR156",1.53826861775802e-05,0.296718828955536,0.14,0.006,0.399888309872375
"GIPR",1.53826861775802e-05,0.421991264870355,0.14,0.006,0.399888309872375
"OXR1",1.55333116733681e-05,-0.654065325918218,0.439,0.803,0.403803970260877
"RAPGEF2",1.58291310815269e-05,-0.432576099140074,0.614,0.873,0.411494091595372
"RBL2",1.61787440555981e-05,-0.443483371719264,0.211,0.554,0.420582630469329
"DYNC1I1",1.62928293365436e-05,-0.803829537007862,0.333,0.688,0.423548391432788
"LPAR1",1.64339828941223e-05,0.878105855702063,0.211,0.032,0.427217819315604
"ADCY1",1.66673628219615e-05,-0.44993304748711,0.14,0.484,0.433284763919712
"CTNNA2",1.67312153824614e-05,-1.06041001710211,0.421,0.752,0.434944675082466
"NDFIP2",1.6789585019742e-05,-0.703795646360022,0.333,0.669,0.436462052173212
"RIC8B",1.7026591057092e-05,-0.448298915736414,0.158,0.522,0.442623261120163
"TCF4",1.70296647545978e-05,-0.649407480403031,0.684,0.968,0.442703164960524
"MIR124-2HG",1.70772438471377e-05,-0.360674124227252,0.123,0.471,0.443940031050191
"ARHGDIA",1.7971518115092e-05,0.837416459709643,0.333,0.102,0.467187584919931
"NEAT1",1.85631768969224e-05,0.59097534768112,0.877,0.554,0.482568346612395
"CCDC85A",1.85670562981791e-05,-1.08855373626106,0.211,0.561,0.482669195527464
"DOPEY1",1.94026603792217e-05,-0.524754974880711,0.333,0.688,0.504391559218247
"DTWD2",1.94772654243125e-05,-0.377770256147725,0.088,0.414,0.506330991970428
"ENOX1",1.96272086327611e-05,-0.976674753433724,0.544,0.739,0.510228915617257
"NECTIN3",1.99052801541873e-05,-0.595514329070389,0.053,0.35,0.517457662888253
"ERICH3",2.06218400580524e-05,-0.405671141335015,0.123,0.465,0.536085354149129
"CDH18",2.08438047195967e-05,-0.691893441525748,0.246,0.592,0.541855547490635
"SLC26A3",2.14439303097535e-05,1.23138988866372,0.982,0.981,0.557456412332352
"INTU",2.23389239146911e-05,-0.536310761140417,0.175,0.522,0.580722666086309
"LRRIQ1",2.26864302367552e-05,-0.47412850501699,0.105,0.414,0.589756440434688
"CHD2",2.38928638720937e-05,-0.714598187138484,0.281,0.637,0.621118889218947
"KANTR",2.390746205343e-05,-0.661888404274423,0.246,0.58,0.621498383540967
"PRKAR1A",2.4132808271661e-05,-0.496360152793422,0.281,0.631,0.6273564838301
"BBX",2.45713621154337e-05,-0.589311266816321,0.246,0.631,0.638757129552814
"CMC1",2.50927840317647e-05,-0.475680530704949,0.105,0.446,0.652312013689755
"FRY",2.51683290054686e-05,-0.74070396278167,0.404,0.79,0.654275880826161
"GAS2",2.55171024763695e-05,-0.390622375714899,0.105,0.433,0.663342595975701
"LRRC7",2.5538258651046e-05,-0.945789821258884,0.439,0.669,0.663892571892591
"ANK3",2.63817325407921e-05,-0.875636440685703,0.439,0.675,0.685819519130431
"KBTBD12",2.66977972903732e-05,-0.434014624623153,0.053,0.338,0.694035938360542
"TRPC4",2.70872502412807e-05,-0.870542743688181,0.298,0.662,0.704160157272332
"DPY19L2",2.7455215897547e-05,-0.558103624574596,0.193,0.541,0.713725792472632
"HCN1",2.77496878099434e-05,-0.832495590646442,0.298,0.624,0.721380884307288
"ZC3H13",2.79773950640101e-05,-0.671017273659235,0.386,0.739,0.727300362084006
"TPGS2",2.80229221830882e-05,-0.391071165696468,0.035,0.325,0.72848388507156
"ARPP21",2.81780997243416e-05,-0.992461045538795,0.386,0.662,0.732517880433985
"RAD18",2.84608841264505e-05,-0.410319290892011,0.105,0.408,0.739869143751207
"OPRK1",2.85643592890249e-05,-0.293294592013407,0,0.255,0.74255908407749
"RPS6KA6",2.88814107645653e-05,-0.321807619339752,0.07,0.389,0.750801154235639
"NALCN",2.90658356922406e-05,-0.867571470713983,0.298,0.624,0.755595464655486
"PPP6R2",2.92367874853503e-05,0.920743084736548,0.772,0.694,0.760039527469167
"NBEA",2.98718620644704e-05,-0.841395863230339,0.667,0.79,0.776548926227971
"KIAA1755",2.99144362403967e-05,1.77842255437916,0.228,0.045,0.777655684505354
"RASGEF1B",3.00453451709346e-05,0.807823119806914,0.982,0.987,0.781058793063617
"NAF1",3.01072316788506e-05,-0.362051160501579,0.193,0.554,0.782667594723401
"PSMD5",3.03438915207021e-05,-0.502995860614736,0.053,0.338,0.788819803972172
"SNTG1",3.06253759480157e-05,-1.2828396121048,0.439,0.669,0.796137273144617
"AC006148.1",3.06467944958623e-05,-0.480514503945743,0.035,0.312,0.796694069714437
"AC007388.1",3.07292704646322e-05,-0.742083613494521,0.333,0.65,0.798838114998579
"TRIP11",3.20041749084932e-05,-0.349173243564967,0.246,0.624,0.83198053092119
"NCAM2",3.23417600614077e-05,-1.33907350012402,0.491,0.656,0.840756394556353
"ATG5",3.25645031375087e-05,-0.461693706767501,0.263,0.618,0.846546823562676
"PNISR",3.2873699790103e-05,-0.613872126674886,0.719,0.898,0.854584699743518
"ANKS1B",3.39431276430771e-05,-1.06607699772343,0.632,0.726,0.882385546209432
"ARHGAP26",3.43956046173081e-05,-0.51031828669647,0.702,0.885,0.894148137631541
"ZNF519",3.48587037352674e-05,-0.395726107063191,0.088,0.382,0.906186862302011
"PDE1A",3.51094906615267e-05,-1.20065267135194,0.439,0.662,0.912706319237048
"SLC24A4",3.53221513937992e-05,-0.577034242050932,0.193,0.541,0.918234647633204
"DDX3Y",3.54572810251831e-05,-0.57884876589527,0.14,0.452,0.921747477530661
"NCOA2",3.56440643989493e-05,-0.509520156519761,0.439,0.79,0.926603098115086
"AKT3",3.57093935668122e-05,-0.52724460483456,0.877,0.962,0.92830139516285
"STAU2",3.58238490020433e-05,-0.517236700561105,0.316,0.669,0.931276778657118
"ESRRG",3.6885977674274e-05,-0.920147322168939,0.281,0.599,0.958887875620428
"LINC02197",3.69833216877033e-05,-0.49117004461869,0.053,0.35,0.961418430593534
"PRELID2",3.71566593748198e-05,-0.813281130690757,0.333,0.643,0.965924517107817
"NIPSNAP2",3.75544377805388e-05,-0.549088922839912,0.175,0.497,0.976265164542887
"ANKMY2",3.79879373743002e-05,-0.444603741227685,0.14,0.478,0.987534419982307
"NEK11",3.79971980235653e-05,-0.423214344308058,0.158,0.497,0.987775159820604
"RFTN1",3.80444128755144e-05,-0.516086212847643,0.246,0.624,0.989002557111873
"RYR2",3.84380274548575e-05,-0.662083752715706,0.474,0.694,0.999234961716476
"MKL2",3.88233959333936e-05,-0.55545011962856,0.509,0.809,1
"AL078639.1",3.8921096825958e-05,-0.625113467243608,0.228,0.573,1
"KCNH7",3.93777852255167e-05,-1.21752878264307,0.281,0.554,1
"XIST",3.97509088264434e-05,0.895986222905128,0.105,0,1
"ZNF365",3.97692652398049e-05,-0.920176192752862,0.263,0.586,1
"MAGI3",4.18672402380319e-05,-0.635700658669596,0.579,0.834,1
"MTUS2",4.34172008387917e-05,-0.911297605602455,0.386,0.682,1
"SUPT3H",4.36319127795234e-05,-0.497834929174939,0.404,0.777,1
"PTPRD",4.39311027029532e-05,-0.812062404744014,0.474,0.783,1
"CACNA2D1",4.42477304943468e-05,-0.543427357743687,0.579,0.783,1
"KCNB1",4.51849567612627e-05,-0.646329535833721,0.298,0.631,1
"AL591501.1",4.64621559210873e-05,-0.655950593511578,0.193,0.535,1
"AC104151.1",4.67807698004079e-05,-0.317755436751135,0.053,0.331,1
"HRH1",4.74833493676756e-05,1.18012689223519,0.316,0.108,1
"SORT1",4.78873005598919e-05,-0.52318601863237,0.333,0.707,1
"ICE1",4.82329457330243e-05,-0.506118732954102,0.228,0.586,1
"LRP1B",4.88443119456254e-05,-1.26304292347579,0.579,0.726,1
"BRMS1L",4.90567377139252e-05,-0.382703228383172,0.105,0.433,1
"CPNE4",4.91161101644501e-05,-1.02787196090625,0.404,0.643,1
"AC090568.2",4.91254251491614e-05,-0.875536755398334,0.316,0.637,1
"CHSY3",4.92529977283743e-05,-0.872195060447909,0.509,0.701,1
"CCDC146",4.95214537661256e-05,-0.664649745019149,0.246,0.573,1
"CAMK4",4.98086024991332e-05,-0.519639756327702,0.175,0.516,1
"SCN2A",4.99899390646765e-05,-0.744059615656227,0.386,0.662,1
"SERINC1",5.04033763718447e-05,-0.331128386451256,0.158,0.522,1
"LENG8",5.07937952937796e-05,1.05936908227626,0.509,0.299,1
"ELMOD2",5.13892922571138e-05,-0.348021639214888,0.018,0.274,1
"TMEM245",5.14196340846692e-05,-0.648162274147981,0.316,0.631,1
"NLGN1",5.31943127894355e-05,-0.840893490498061,0.456,0.713,1
